date,Close
2010-07-16,-1.5004956641062719
2010-07-19,-1.4910547550091435
2010-07-20,-1.4729288023783926
2010-07-21,-1.4935150233138899
2010-07-22,-1.4578263120016672
2010-07-23,-1.4445023288331922
2010-07-26,-1.4261985254816165
2010-07-27,-1.4279325700096606
2010-07-28,-1.4393594788226685
2010-07-29,-1.446177089787628
2010-07-30,-1.4460733435338136
2010-08-02,-1.4101178561403536
2010-08-03,-1.4181211385774797
2010-08-04,-1.4080725728508656
2010-08-05,-1.4101919606073638
2010-08-06,-1.4163722731560335
2010-08-09,-1.407257423713751
2010-08-10,-1.4172318849733547
2010-08-11,-1.4640510872305432
2010-08-12,-1.4727361307641658
2010-08-13,-1.479198040287475
2010-08-16,-1.4790053686732476
2010-08-17,-1.459501072956103
2010-08-18,-1.457100088224965
2010-08-19,-1.4845632036990297
2010-08-20,-1.4904026356994515
2010-08-23,-1.4968200825425548
2010-08-24,-1.5197776464223858
2010-08-25,-1.514649617305264
2010-08-26,-1.5266693618543554
2010-08-27,-1.5009254700149326
2010-08-30,-1.5241498099760007
2010-08-31,-1.5235421533465154
2010-09-01,-1.477656667373658
2010-09-02,-1.463117370946212
2010-09-03,-1.4417604635538064
2010-09-07,-1.460538535494249
2010-09-08,-1.450119447432583
2010-09-09,-1.442249553036075
2010-09-10,-1.4342907332791552
2010-09-13,-1.4159869299275794
2010-09-14,-1.4171726013997463
2010-09-15,-1.4112887067191182
2010-09-16,-1.4118963633486037
2010-09-17,-1.4105180202622098
2010-09-20,-1.385144650757839
2010-09-21,-1.3894871725246503
2010-09-22,-1.3976386638957974
2010-09-23,-1.4116444081607684
2010-09-24,-1.3763113982901958
2010-09-27,-1.3859597998949535
2010-09-28,-1.3777490249501982
2010-09-29,-1.3821508302906178
2010-09-30,-1.387382605661554
2010-10-01,-1.3799128753869028
2010-10-04,-1.3935629182102238
2010-10-05,-1.3584077590604764
2010-10-06,-1.3595637887458392
2010-10-07,-1.3623945793856376
2010-10-08,-1.3518865659635586
2010-10-11,-1.3516346107757233
2010-10-12,-1.3450393132117953
2010-10-13,-1.332693509007858
2010-10-14,-1.3390516722773527
2010-10-15,-1.335524299647656
2010-10-18,-1.322896898469079
2010-10-19,-1.3507749989584021
2010-10-20,-1.332589762754043
2010-10-21,-1.3294921960330073
2010-10-22,-1.3253127040936192
2010-10-25,-1.3215481971694896
2010-10-26,-1.321518555382685
2010-10-27,-1.3262464203779505
2010-10-28,-1.324275241555473
2010-10-29,-1.3250459280123816
2010-11-01,-1.3233859879513479
2010-11-02,-1.3097655869148312
2010-11-03,-1.3032592147113156
2010-11-04,-1.2690229509524977
2010-11-05,-1.2619237430128987
2010-11-08,-1.265777175297441
2010-11-09,-1.2803757552984951
2010-11-10,-1.2725058609019877
2010-11-11,-1.2801682627908662
2010-11-12,-1.3014066030360547
2010-11-15,-1.3035704534727595
2010-11-16,-1.3323378075662078
2010-11-17,-1.3319672852311557
2010-11-18,-1.3051414681733804
2010-11-19,-1.3006359165791463
2010-11-22,-1.3034370654321408
2010-11-23,-1.3287956140431092
2010-11-24,-1.3026811998686343
2010-11-26,-1.3159458994635007
2010-11-29,-1.318376525981443
2010-11-30,-1.3290623901243468
2010-12-01,-1.291239470162224
2010-12-02,-1.2683263689625996
2010-12-03,-1.2636133248607362
2010-12-06,-1.265969846911668
2010-12-07,-1.2650361306273366
2010-12-08,-1.258322265916192
2010-12-09,-1.2513268042304073
2010-12-10,-1.2403593431128637
2010-12-13,-1.2402704177524513
2010-12-14,-1.2385956567980159
2010-12-15,-1.2480217450017421
2010-12-16,-1.236698582442549
2010-12-17,-1.2351572095287318
2010-12-20,-1.2304589863202708
2010-12-21,-1.2193136744819024
2010-12-22,-1.213029615679418
2010-12-23,-1.2160975406136496
2010-12-27,-1.2149563318216892
2010-12-28,-1.2135187051616867
2010-12-29,-1.2116364516996219
2010-12-30,-1.214452421446018
2010-12-31,-1.214808122887668
2011-01-03,-1.1937179915765004
2011-01-04,-1.1961930807746484
2011-01-05,-1.186766992570922
2011-01-06,-1.1907834546828873
2011-01-07,-1.1942663646323775
2011-01-10,-1.1968600209777425
2011-01-11,-1.1898497383985558
2011-01-12,-1.1728353527729614
2011-01-13,-1.1760959493214203
2011-01-14,-1.1620457423762431
2011-01-18,-1.1594076233506718
2011-01-19,-1.178822993707404
2011-01-20,-1.1812832620121503
2011-01-21,-1.176703605950906
2011-01-24,-1.1656027567927438
2011-01-25,-1.1650988464170726
2011-01-26,-1.1570214595129358
2011-01-27,-1.152708579532929
2011-01-28,-1.187093052225768
2011-01-31,-1.1725982184785282
2011-02-01,-1.1407777603442502
2011-02-02,-1.1460539983953926
2011-02-03,-1.1415039841209524
2011-02-04,-1.1359165073083661
2011-02-07,-1.12379301650546
2011-02-08,-1.1156118833475086
2011-02-09,-1.121080793012878
2011-02-10,-1.1196135245660719
2011-02-11,-1.1088239141693532
2011-02-14,-1.1041256909608923
2011-02-15,-1.1105134960171912
2011-02-16,-1.098197333600058
2011-02-17,-1.0921059464118006
2011-02-18,-1.0882821559140625
2011-02-22,-1.1291433590236128
2011-02-23,-1.1410593573188896
2011-02-24,-1.142986073461161
2011-02-25,-1.1225628823530867
2011-02-28,-1.1116843465959558
2011-03-01,-1.142645192912913
2011-03-02,-1.1395179844050727
2011-03-03,-1.1061265115701737
2011-03-04,-1.1206806288910218
2011-03-07,-1.1370132534201203
2011-03-08,-1.1196876290330822
2011-03-09,-1.1223553898454577
2011-03-10,-1.1592742353100531
2011-03-11,-1.1456834760603405
2011-03-14,-1.157377160954586
2011-03-15,-1.1788970981744147
2011-03-16,-1.2159345107862265
2011-03-17,-1.1909761262971144
2011-03-18,-1.1828394558193693
2011-03-21,-1.1544278031675708
2011-03-22,-1.1612602350259325
2011-03-23,-1.1556727582133464
2011-03-24,-1.1377098354100181
2011-03-25,-1.131573985541555
2011-03-28,-1.1369243280597077
2011-03-29,-1.1232150016627784
2011-03-30,-1.1101429736821389
2011-03-31,-1.1137444507788459
2011-04-01,-1.1039923029202732
2011-04-04,-1.1033105418237776
2011-04-05,-1.1036662432654274
2011-04-06,-1.0993533632854207
2011-04-07,-1.102362004646044
2011-04-08,-1.1102763617227576
2011-04-11,-1.1157749131749315
2011-04-12,-1.1310404333790798
2011-04-13,-1.1306699110440275
2011-04-14,-1.1305068812166048
2011-04-15,-1.1228593002211285
2011-04-18,-1.144408879227761
2011-04-19,-1.1333228509630011
2011-04-20,-1.1070305860677012
2011-04-21,-1.0966263188994367
2011-04-25,-1.0997831691940811
2011-04-26,-1.0820129180049802
2011-04-27,-1.069533725760424
2011-04-28,-1.062390055140619
2011-04-29,-1.0577511155057662
2011-05-02,-1.0612933090288645
2011-05-03,-1.0681109199938241
2011-05-04,-1.0818943508577636
2011-05-05,-1.1000054825951124
2011-05-06,-1.0924468269600487
2011-05-09,-1.0834209028781785
2011-05-10,-1.0673105917501111
2011-05-11,-1.0896604990004566
2011-05-12,-1.0799231720352862
2011-05-13,-1.0960483040567555
2011-05-16,-1.1083496455804867
2011-05-17,-1.1090758693571887
2011-05-18,-1.0917354240767485
2011-05-19,-1.0874077232033397
2011-05-20,-1.102717706087694
2011-05-23,-1.1262829265970105
2011-05-24,-1.1278984039778377
2011-05-25,-1.1216884496423636
2011-05-26,-1.1139519432864748
2011-05-27,-1.1059338399559469
2011-05-31,-1.0850363802590057
2011-06-01,-1.1304624185363985
2011-06-02,-1.132848582374134
2011-06-03,-1.1517896841419997
2011-06-06,-1.1725241140115175
2011-06-07,-1.174347083899974
2011-06-08,-1.1823207245502965
2011-06-09,-1.1683298011787273
2011-06-10,-1.1950370510892858
2011-06-13,-1.1937772751501086
2011-06-14,-1.1700045621331632
2011-06-15,-1.2032774678208453
2011-06-16,-1.1999872294855822
2011-06-17,-1.1942663646323775
2011-06-20,-1.1840992317585468
2011-06-21,-1.1586665786805677
2011-06-22,-1.1710864873515152
2011-06-23,-1.1764812925498744
2011-06-24,-1.1987867371200134
2011-06-27,-1.181520396306584
2011-06-28,-1.1569621759393276
2011-06-29,-1.1410445364254875
2011-06-30,-1.121436494454528
2011-07-01,-1.0932323343103592
2011-07-05,-1.0958852742293324
2011-07-06,-1.093899274513453
2011-07-07,-1.073150023750533
2011-07-08,-1.0871113053352979
2011-07-11,-1.1231408971957682
2011-07-12,-1.1318111198359881
2011-07-13,-1.1257641953279371
2011-07-14,-1.1388806859887832
2011-07-15,-1.1281058964854667
2011-07-18,-1.1439642524256985
2011-07-19,-1.1124105703726581
2011-07-20,-1.1137296298854438
2011-07-21,-1.0871113053352979
2011-07-22,-1.0853031563402433
2011-07-25,-1.0965522144324262
2011-07-26,-1.1046888849101713
2011-07-27,-1.144779401562813
2011-07-28,-1.1510338185784932
2011-07-29,-1.1634685481428433
2011-08-01,-1.171382905219557
2011-08-02,-1.220128823619017
2011-08-03,-1.210806481669105
2011-08-04,-1.3001320062034756
2011-08-05,-1.3011546478482192
2011-08-08,-1.4196032279176882
2011-08-09,-1.3409487466328196
2011-08-10,-1.417676511775417
2011-08-11,-1.3407857168053965
2011-08-12,-1.3316412255763097
2011-08-15,-1.2935811713197536
2011-08-16,-1.3109660792804
2011-08-17,-1.3092913183259642
2011-08-18,-1.3881977547986686
2011-08-19,-1.4135711243030396
2011-08-22,-1.413141318394379
2011-08-23,-1.356036416116143
2011-08-24,-1.3334345536779622
2011-08-25,-1.3606012512839851
2011-08-26,-1.334620225150129
2011-08-29,-1.2852962919079878
2011-08-30,-1.2810871581817953
2011-08-31,-1.27223908482075
2011-09-01,-1.293684917573568
2011-09-02,-1.338814537982919
2011-09-06,-1.35175317792294
2011-09-07,-1.302281035746778
2011-09-08,-1.3211332121542307
2011-09-09,-1.3680709815586363
2011-09-12,-1.3561549832633595
2011-09-13,-1.3404448362571488
2011-09-14,-1.317013003788451
2011-09-15,-1.2867339185679902
2011-09-16,-1.276507502120551
2011-09-19,-1.2941740070558372
2011-09-20,-1.2971381857362543
2011-09-21,-1.349500402125823
2011-09-22,-1.4046341255815817
2011-09-23,-1.3944521718143488
2011-09-26,-1.3551471625120175
2011-09-27,-1.336724792013225
2011-09-28,-1.3727692047670976
2011-09-29,-1.3589264903295493
2011-09-30,-1.4018774394087936
2011-10-03,-1.4495858952701077
2011-10-04,-1.4129486467801518
2011-10-05,-1.3831882928287638
2011-10-06,-1.3521533420447962
2011-10-07,-1.3662480116701798
2011-10-10,-1.3078092289857557
2011-10-11,-1.3068458709146205
2011-10-12,-1.289490604740778
2011-10-13,-1.2948113054721266
2011-10-14,-1.2638059964749635
2011-10-17,-1.298961155624711
2011-10-18,-1.2626203250027965
2011-10-19,-1.2855927097760294
2011-10-20,-1.2774263975114801
2011-10-21,-1.2435458351943123
2011-10-24,-1.2199213311113877
2011-10-25,-1.2571810571242312
2011-10-26,-1.2379880001685302
2011-10-27,-1.1748658151690474
2011-10-28,-1.174124770498943
2011-10-31,-1.2212403906241733
2011-11-01,-1.2731431593182776
2011-11-02,-1.2440645664633851
2011-11-03,-1.209605989303536
2011-11-04,-1.2213441368779878
2011-11-07,-1.2096504519837425
2011-11-08,-1.1877155297486555
2011-11-09,-1.257106952657221
2011-11-10,-1.2413968056510098
2011-11-11,-1.205604348084973
2011-11-14,-1.2234931664212905
2011-11-15,-1.2145561676998329
2011-11-16,-1.2455318349101916
2011-11-17,-1.2763296513997258
2011-11-18,-1.277041054283026
2011-11-21,-1.3106400196255543
2011-11-22,-1.3179615409661847
2011-11-23,-1.3568663861466597
2011-11-25,-1.36149050488811
2011-11-28,-1.311277318041844
2011-11-29,-1.3073646021836933
2011-11-30,-1.2306368370410956
2011-12-01,-1.234164209670792
2011-12-02,-1.2346088364728547
2011-12-05,-1.2156380929181851
2011-12-06,-1.213577988735295
2011-12-07,-1.2098134818111652
2011-12-08,-1.249325983621126
2011-12-09,-1.2184392417711791
2011-12-12,-1.2461839542198836
2011-12-13,-1.2621015937337237
2011-12-14,-1.2827174564560249
2011-12-15,-1.2768928453490052
2011-12-16,-1.2710978760287894
2011-12-19,-1.2923065744871745
2011-12-20,-1.2390254627066764
2011-12-21,-1.2354388065033715
2011-12-22,-1.2202029280860274
2011-12-23,-1.2034108558614645
2011-12-27,-1.2032626469274432
2011-12-28,-1.2266648376093365
2011-12-29,-1.206834482237346
2011-12-30,-1.2148674064612766
2012-01-03,-1.1860259479008177
2012-01-04,-1.1856702464591677
2012-01-05,-1.1800975905399835
2012-01-06,-1.1849143808956615
2012-01-09,-1.1806311427024585
2012-01-10,-1.163764966010885
2012-01-11,-1.1631721302748015
2012-01-12,-1.1586962204673716
2012-01-13,-1.1681964131381088
2012-01-17,-1.1614084439599532
2012-01-18,-1.1401108201411563
2012-01-19,-1.1305365230034088
2012-01-20,-1.1292322843840252
2012-01-23,-1.128313388993096
2012-01-24,-1.1303142096023775
2012-01-25,-1.113403570230598
2012-01-26,-1.124711911896389
2012-01-27,-1.1278242995108274
2012-01-30,-1.1327448361203196
2012-01-31,-1.1336340897244446
2012-02-01,-1.1163232862308088
2012-02-02,-1.1141742566875064
2012-02-03,-1.0854810070610683
2012-02-06,-1.0863257979849874
2012-02-07,-1.08229451497962
2012-02-08,-1.077981634999613
2012-02-09,-1.075032277212598
2012-02-10,-1.0888305289699396
2012-02-13,-1.0752990532938356
2012-02-14,-1.0771813067559004
2012-02-15,-1.0879560962592167
2012-02-16,-1.0660063531307278
2012-02-17,-1.0612784881354624
2012-02-21,-1.0598260405820579
2012-02-22,-1.066569547080007
2012-02-23,-1.0579734289067972
2012-02-24,-1.0545942652111218
2012-02-27,-1.051852399931736
2012-02-28,-1.0450496098601785
2012-02-29,-1.0546831905715341
2012-03-01,-1.0422188192203803
2012-03-02,-1.0488289376777102
2012-03-05,-1.056684011180816
2012-03-06,-1.0877634246449897
2012-03-07,-1.074024456461256
2012-03-08,-1.0543423100232863
2012-03-09,-1.046991146895852
2012-03-12,-1.0466650872410062
2012-03-13,-1.0098203462434208
2012-03-14,-1.0122954354415692
2012-03-15,-0.999964452131034
2012-03-16,-0.9976375718669064
2012-03-19,-0.9893675133485427
2012-03-20,-0.995636751257625
2012-03-21,-0.9995346462223733
2012-03-22,-1.0145185694518821
2012-03-23,-1.008101122608779
2012-03-26,-0.9793485894087327
2012-03-27,-0.9852621258761649
2012-03-28,-0.9956071094708208
2012-03-29,-0.9989566313796922
2012-03-30,-0.9912645877040096
2012-04-02,-0.975598903378005
2012-04-03,-0.9839875290435853
2012-04-04,-1.005359257329393
2012-04-05,-1.0066634959487768
2012-04-09,-1.0301990746712886
2012-04-10,-1.0651912039936131
2012-04-11,-1.0501924598707022
2012-04-12,-1.0222402549143688
2012-04-13,-1.047895221393379
2012-04-16,-1.048917863038123
2012-04-17,-1.0174827481322992
2012-04-18,-1.0258417320110753
2012-04-19,-1.03802450638759
2012-04-20,-1.0356383425498543
2012-04-23,-1.0528157580028714
2012-04-24,-1.0453608486216224
2012-04-25,-1.017616136172918
2012-04-26,-1.0038475262023803
2012-04-27,-0.9988380642324756
2012-04-30,-1.006915451136612
2012-05-01,-0.9951921244555624
2012-05-02,-1.0003942580396945
2012-05-03,-1.0163118975535346
2012-05-04,-1.0496144450280211
2012-05-07,-1.048903042144721
2012-05-08,-1.057588085678343
2012-05-09,-1.0711343822478496
2012-05-10,-1.0660804575977383
2012-05-11,-1.0728980685626974
2012-05-14,-1.0951886922394347
2012-05-15,-1.1065859592656382
2012-05-16,-1.1152710027992607
2012-05-17,-1.1448238642430197
2012-05-18,-1.15911120548263
2012-05-21,-1.1283282098864982
2012-05-22,-1.1273796727087644
2012-05-23,-1.1240746134800996
2012-05-24,-1.12137721088092
2012-05-25,-1.1256159863939166
2012-05-29,-1.1039774820268713
2012-05-30,-1.1322853884248552
2012-05-31,-1.1367168355520787
2012-06-01,-1.1845735003474134
2012-06-04,-1.184366007839784
2012-06-05,-1.1735171138694573
2012-06-06,-1.1296028067190773
2012-06-07,-1.1298102992267067
2012-06-08,-1.1139964059666811
2012-06-11,-1.1387917606283706
2012-06-12,-1.1161898981901899
2012-06-13,-1.1299733290541294
2012-06-14,-1.108898018636364
2012-06-15,-1.0885341111018982
2012-06-18,-1.0856588577818935
2012-06-19,-1.0660952784911402
2012-06-20,-1.0694892630802177
2012-06-21,-1.1142187193677124
2012-06-22,-1.100124049742329
2012-06-25,-1.1316925526887716
2012-06-26,-1.1223998525256638
2012-06-27,-1.1048222729507904
2012-06-28,-1.1089869439967763
2012-06-29,-1.0599001450490684
2012-07-02,-1.0549351457593699
2012-07-03,-1.0423225654741948
2012-07-05,-1.051867220825138
2012-07-06,-1.0709861733138284
2012-07-09,-1.0742764116490915
2012-07-10,-1.0905645734979836
2012-07-11,-1.0905942152847878
2012-07-12,-1.1005093929707832
2012-07-13,-1.0678737856993905
2012-07-16,-1.0725275462276453
2012-07-17,-1.0576621901453533
2012-07-18,-1.0441603562560535
2012-07-19,-1.0386321630170754
2012-07-20,-1.059159100378964
2012-07-23,-1.0771516649690962
2012-07-24,-1.095247975813043
2012-07-25,-1.0958704533359303
2012-07-26,-1.0630718162371149
2012-07-27,-1.0246115978587025
2012-07-30,-1.0256045977166421
2012-07-31,-1.0344674919710894
2012-08-01,-1.0403958493319239
2012-08-02,-1.0556910113228761
2012-08-03,-1.0171715093708553
2012-08-06,-1.0123695399085797
2012-08-07,-1.0018170638062946
2012-08-08,-1.0005276460803132
2012-08-09,-0.9996680342629922
2012-08-10,-0.9951180199885521
2012-08-13,-0.9977264972273191
2012-08-14,-0.9979932733085564
2012-08-15,-0.9956219303642229
2012-08-16,-0.9808306787489413
2012-08-17,-0.9769031419973885
2012-08-20,-0.9769476046775947
2012-08-21,-0.9842987678050292
2012-08-22,-0.9838244992161626
2012-08-23,-1.0007351385879424
2012-08-24,-0.9873222300590546
2012-08-27,-0.9883448717037986
2012-08-28,-0.9900344535516366
2012-08-29,-0.9882707672367883
2012-08-30,-1.0045885708724847
2012-08-31,-0.9940657365570039
2012-09-04,-0.9964963630749458
2012-09-05,-0.9987194970852586
2012-09-06,-0.9562131748080771
2012-09-07,-0.9476170566348672
2012-09-10,-0.960718726402311
2012-09-11,-0.9540789661581767
2012-09-12,-0.9496326981375509
2012-09-13,-0.9149073448964641
2012-09-14,-0.9063408685100586
2012-09-17,-0.9131288376882137
2012-09-18,-0.915900344754404
2012-09-19,-0.913336330195843
2012-09-20,-0.9145071807746078
2012-09-21,-0.9146702106020306
2012-09-24,-0.9195018218511105
2012-09-25,-0.9421777887563019
2012-09-26,-0.9544346675998268
2012-09-27,-0.933937372024742
2012-09-28,-0.9435413109492936
2012-10-01,-0.9378797296696969
2012-10-02,-0.9360122971010342
2012-10-03,-0.9282461489583412
2012-10-04,-0.9128175989267698
2012-10-05,-0.9135141809166679
2012-10-08,-0.9209987320847212
2012-10-09,-0.9423408185837246
2012-10-10,-0.9555610554983852
2012-10-11,-0.9551460704831268
2012-10-12,-0.9614449501790133
2012-10-15,-0.9443416391930062
2012-10-16,-0.9224215378513214
2012-10-17,-0.9135438227034721
2012-10-18,-0.918834881648017
2012-10-19,-0.9546273392140537
2012-10-22,-0.9536936229297225
2012-10-23,-0.984387693165442
2012-10-24,-0.9908496026887512
2012-10-25,-0.984595185673071
2012-10-26,-0.9861217376934858
2012-10-31,-0.9857956780386399
2012-11-01,-0.9629270395192219
2012-11-02,-0.9827722157846144
2012-11-05,-0.9782370224035762
2012-11-06,-0.9617413680470548
2012-11-07,-1.011924913106517
2012-11-08,-1.0371500736768668
2012-11-09,-1.033681984620779
2012-11-12,-1.0334152085395414
2012-11-13,-1.0415666999106885
2012-11-14,-1.0697856809482595
2012-11-15,-1.0729869939231103
2012-11-16,-1.0632793087447439
2012-11-19,-1.0232480756657103
2012-11-20,-1.0218845534727188
2012-11-21,-1.0171122257972471
2012-11-23,-0.9902567669526676
2012-11-26,-0.9944955424656643
2012-11-27,-1.0053888991161972
2012-11-28,-0.989100737267305
2012-11-29,-0.9801785594392495
2012-11-30,-0.9798376788910015
2012-12-03,-0.989797319257203
2012-12-04,-0.9933691545671058
2012-12-05,-0.9900640953384408
2012-12-06,-0.9831575590130687
2012-12-07,-0.9770365300380074
2012-12-10,-0.9763251271547073
2012-12-11,-0.9625565171841697
2012-12-12,-0.9616079800064361
2012-12-13,-0.9749912467485194
2012-12-14,-0.983691111175544
2012-12-17,-0.9588216520468442
2012-12-18,-0.9344709241872172
2012-12-19,-0.9507442651427074
2012-12-20,-0.9390654011418637
2012-12-21,-0.9591328908082877
2012-12-24,-0.9643053826056156
2012-12-26,-0.9744280527992404
2012-12-27,-0.9769920673578012
2012-12-28,-1.0002164073188693
2012-12-31,-0.9650019645955137
2013-01-02,-0.9113058677997572
2013-01-03,-0.9158262402873936
2013-01-04,-0.9053034059719125
2013-01-07,-0.9120913751500677
2013-01-08,-0.9191164786226563
2013-01-09,-0.9133807928760493
2013-01-10,-0.8969296011997343
2013-01-11,-0.8970333474535488
2013-01-14,-0.8990638098496344
2013-01-15,-0.8966035415448884
2013-01-16,-0.8961737356362276
2013-01-17,-0.8838575732190945
2013-01-18,-0.8763878429444434
2013-01-22,-0.866635695085871
2013-01-23,-0.8633009940704018
2013-01-24,-0.8632861731769997
2013-01-25,-0.8512219659477018
2013-01-28,-0.8553421743134816
2013-01-29,-0.8439893699674842
2013-01-30,-0.8527040552879104
2013-01-31,-0.8584100992477136
2013-02-01,-0.8360898337841722
2013-02-04,-0.861967113664214
2013-02-05,-0.8388761617437646
2013-02-06,-0.8376460275913915
2013-02-07,-0.8416921314901606
2013-02-08,-0.8290350885247795
2013-02-11,-0.8303986107177714
2013-02-12,-0.8268119545144667
2013-02-13,-0.8254780741082791
2013-02-14,-0.8239218803010598
2013-02-15,-0.8262784023519917
2013-02-19,-0.809753106208666
2013-02-20,-0.8378979827792268
2013-02-21,-0.8520222941914144
2013-02-22,-0.8324883566874657
2013-02-25,-0.8736163358782535
2013-02-26,-0.8601441437757573
2013-02-27,-0.8319103418447842
2013-02-28,-0.8338518788804573
2013-03-01,-0.8286349244029232
2013-03-04,-0.8182602990214632
2013-03-05,-0.7966366155478203
2013-03-06,-0.7941615263496719
2013-03-07,-0.790011676197088
2013-03-08,-0.7797556179628445
2013-03-11,-0.7722858876881934
2013-03-12,-0.7778289018205735
2013-03-13,-0.774805439566548
2013-03-14,-0.7618964414133313
2013-03-15,-0.765646127444059
2013-03-18,-0.7783920957698529
2013-03-19,-0.7839647516890371
2013-03-20,-0.768595485231074
2013-03-21,-0.7877292586131668
2013-03-22,-0.7712928878302535
2013-03-25,-0.7789997523993382
2013-03-26,-0.7610961131696188
2013-03-27,-0.7624596353626107
2013-03-28,-0.7530631889456882
2013-04-01,-0.7634674561139524
2013-04-02,-0.7514921742450672
2013-04-03,-0.7760355737189211
2013-04-04,-0.7667132317690092
2013-04-05,-0.7766432303484067
2013-04-08,-0.7621335757077649
2013-04-09,-0.7539228007630094
2013-04-10,-0.7255852525782214
2013-04-11,-0.7172262686994453
2013-04-12,-0.723925312517188
2013-04-15,-0.7780067525413987
2013-04-16,-0.7450895482953663
2013-04-17,-0.7785254838104716
2013-04-18,-0.7939392129486408
2013-04-19,-0.7737235143481958
2013-04-22,-0.7629783666316836
2013-04-23,-0.7388499521730881
2013-04-24,-0.7388351312796861
