date,Open,High,Low,Close,Adj Close
2010-04-01,-1.3420138010878229,-1.3369044432767403,-1.332166407152228,-1.332693509007859,-1.332693509007859
2010-04-05,-1.330929644528394,-1.3276084096989338,-1.3202243470592283,-1.318850794570311,-1.318850794570311
2010-04-06,-1.3201122190091654,-1.3216028768954935,-1.3141788652665132,-1.315886615889894,-1.315886615889894
2010-04-07,-1.3168225361800299,-1.3248491108432994,-1.3223983380487272,-1.3262464203779518,-1.3262464203779518
2010-04-08,-1.3264248536272358,-1.3263984497729338,-1.325569982437517,-1.3203328839105195,-1.3203328839105195
2010-04-09,-1.3179487339053195,-1.3173827727633465,-1.3076568922980172,-1.3085799154426658,-1.3085799154426658
2010-04-12,-1.3068793957370128,-1.3106837263437845,-1.296399788270202,-1.3054527069348256,-1.3054527069348256
2010-04-13,-1.3053975566247895,-1.310919816085443,-1.3051702039744124,-1.304237393675855,-1.304237393675855
2010-04-14,-1.3013224990661765,-1.293788554206342,-1.2904734292714315,-1.28445150098407,-1.28445150098407
2010-04-15,-1.283421882590521,-1.2889634701111947,-1.2758659966639097,-1.2829397698570573,-1.2829397698570573
2010-04-16,-1.284310986057855,-1.294496823431318,-1.3082227255692565,-1.311899795564733,-1.311899795564733
2010-04-19,-1.3111470923802155,-1.3126462223213216,-1.3128238434853872,-1.303911334021009,-1.303911334021009
2010-04-20,-1.3008038553768984,-1.29684296523905,-1.2899522670479218,-1.2896091718879958,-1.2896091718879958
2010-04-21,-1.2887713217856465,-1.2932868635053176,-1.2902351836835415,-1.2914321417764525,-1.2914321417764525
2010-04-22,-1.2956470552663617,-1.2943492673427812,-1.3031302261281021,-1.287386037877683,-1.287386037877683
2010-04-23,-1.2877192160159685,-1.2840055855363648,-1.2809287154065778,-1.2746252486584873,-1.2746252486584873
2010-04-26,-1.2740862961835155,-1.2802871721052422,-1.2720391769084225,-1.282376575907778,-1.282376575907778
2010-04-27,-1.2846814458359106,-1.2927113947600248,-1.3158912554294746,-1.324378987809289,-1.324378987809289
2010-04-28,-1.3222164305485222,-1.316807304018054,-1.3156083387938549,-1.3130410043566936,-1.3130410043566936
2010-04-29,-1.3093096118810592,-1.2956920277484647,-1.298499327513485,-1.2901871867306771,-1.2901871867306771
2010-04-30,-1.2893492390394137,-1.297713546161416,-1.308892791285198,-1.3199623615754674,-1.3199623615754674
2010-05-03,-1.316303892490752,-1.301933650293563,-1.3055275723562478,-1.29688623054842,-1.29688623054842
2010-05-04,-1.3030858876097218,-1.3131921798489068,-1.3359932269077155,-1.339362911038798,-1.339362911038798
2010-05-05,-1.344962660921147,-1.3449905169285468,-1.3508389051031275,-1.35081946163861,-1.35081946163861
2010-05-06,-1.3521643990065508,-1.3573409615390617,-1.4883661707127842,-1.406723871551277,-1.406723871551277
2010-05-07,-1.4074962714569619,-1.4052229122691922,-1.446137140259234,-1.4323195544566791,-1.4323195544566791
2010-05-10,-1.4145646440222663,-1.3628448036414769,-1.40426547818752,-1.3599194901874905,-1.3599194901874905
2010-05-11,-1.3640042935132135,-1.3530618349714996,-1.3663844297129677,-1.3657589221879125,-1.3657589221879125
2010-05-12,-1.365426859060948,-1.349535244455475,-1.3548890800972622,-1.3422233434654,-1.3422233434654
2010-05-13,-1.3437771896313684,-1.3485023518357184,-1.353831865300999,-1.3633134747765678,-1.3633134747765678
2010-05-14,-1.3628188222234352,-1.3726720391380154,-1.398502913030424,-1.3955637388195066,-1.3955637388195066
2010-05-17,-1.3934484366730868,-1.3952628762929706,-1.4151503234842564,-1.3936963062508438,-1.3936963062508438
2010-05-18,-1.3900994802794628,-1.3852585734901883,-1.4118148852537926,-1.4176172282018102,-1.4176172282018102
2010-05-19,-1.4185656096252688,-1.4212475034842684,-1.4364435229019488,-1.4261392419080097,-1.4261392419080097
2010-05-20,-1.4366885019677575,-1.4462287492735169,-1.4797446585010048,-1.490550844633474,-1.490550844633474
2010-05-21,-1.4960806135856597,-1.471578885284107,-1.5030927261142508,-1.466689206256116,-1.466689206256116
2010-05-24,-1.4701187923395107,-1.4718887530700342,-1.4780769393857733,-1.4874977405926442,-1.4874977405926442
2010-05-25,-1.4958435193277038,-1.4943172785275989,-1.5256069341698808,-1.4869345466433652,-1.4869345466433652
2010-05-26,-1.483855440909819,-1.470708304361741,-1.4886639776976467,-1.4959456498318329,-1.4959456498318329
2010-05-27,-1.4856929214089756,-1.4518653918556157,-1.4757391545545997,-1.4439094930971104,-1.4439094930971104
2010-05-28,-1.4437272377508172,-1.4532376634790063,-1.4600893975000582,-1.4641400125909572,-1.4641400125909572
2010-06-01,-1.4663845577767085,-1.464776549602569,-1.4822611275230957,-1.4918550832528574,-1.4918550832528574
2010-06-02,-1.487560038690377,-1.4591841738470317,-1.4790745927850637,-1.4508456712092863,-1.4508456712092863
2010-06-03,-1.4493137712038984,-1.4486929359520784,-1.4496214819821294,-1.4442503736453585,-1.4442503736453585
2010-06-04,-1.4498916884576651,-1.4593759967621291,-1.4962431654624058,-1.5004956641062734,-1.5004956641062734
2010-06-07,-1.4981848251250165,-1.4993194299289905,-1.5120864970571086,-1.521852571498679,-1.521852571498679
2010-06-08,-1.5204568669817298,-1.511433784797846,-1.5235371756250842,-1.5047640814060743,-1.5047640814060743
2010-06-09,-1.502763707981786,-1.4899053514803544,-1.5085277035879976,-1.5141160651427903,-1.5141160651427903
2010-06-10,-1.5086614276484338,-1.4749874309293032,-1.4988191958814694,-1.4679489821952934,-1.4679489821952934
2010-06-11,-1.473275109648546,-1.468494963033692,-1.4714954050203046,-1.4608942369359006,-1.4608942369359006
2010-06-14,-1.4549743966125903,-1.4483388013395904,-1.4537609990717228,-1.4638139529361112,-1.4638139529361112
2010-06-15,-1.460590566847916,-1.4340553719692466,-1.4505149029367177,-1.425872465826772,-1.425872465826772
2010-06-16,-1.4267898166981068,-1.429407355180343,-1.4268094669416362,-1.4267913612177014,-1.4267913612177014
2010-06-17,-1.4238854120381497,-1.4309124272834164,-1.4286856509462724,-1.424671973461203,-1.424671973461203
2010-06-18,-1.4236186809979494,-1.4260578319705617,-1.4166840294563001,-1.4224933021310964,-1.4224933021310964
2010-06-21,-1.4137940876839103,-1.41097759972212,-1.4251566381756475,-1.4288811071873952,-1.4288811071873952
2010-06-22,-1.4269676373915736,-1.429761489792831,-1.4460924692115047,-1.4553956854837269,-1.4553956854837269
2010-06-23,-1.4541297483186235,-1.4575905680908359,-1.4593002089901714,-1.4602421176262088,-1.4602421176262088
2010-06-24,-1.4610054817993383,-1.470442703402375,-1.4797148778025186,-1.4874384570190358,-1.4874384570190358
2010-06-25,-1.4844629949458306,-1.4813175871275237,-1.4852391973717243,-1.4828884427445956,-1.4828884427445956
2010-06-28,-1.480906581076495,-1.482734125577475,-1.4799382330411657,-1.4861342183996529,-1.4861342183996529
2010-06-29,-1.490390351394723,-1.4997030757591856,-1.5339455297460405,-1.535532256108804,-1.535532256108804
2010-06-30,-1.5356457178820166,-1.5336704873403142,-1.5441454189775925,-1.5511386568612004,-1.5511386568612004
2010-07-01,-1.5496639158836474,-1.5550661201781228,-1.5700844073591451,-1.5560888352574973,-1.5560888352574973
2010-07-02,-1.5547762608208169,-1.5559957235359032,-1.5626094520390883,-1.563188043197096,-1.563188043197096
2010-07-06,-1.554124251611439,-1.5419041170806569,-1.559005987522248,-1.5550661936127532,-1.5550661936127532
2010-07-07,-1.5534574240109384,-1.5147685523987735,-1.5438327216434864,-1.5073280959646351,-1.5073280959646351
2010-07-08,-1.5025117953327078,-1.4994817416263806,-1.4996083843913557,-1.4925368443493534,-1.4925368443493534
2010-07-09,-1.4912794548620567,-1.4892856159085004,-1.4849265000376182,-1.4811099355363453,-1.4811099355363453
2010-07-12,-1.4813066776367951,-1.4854196463888414,-1.48142726796548,-1.4799390849575806,-1.4799390849575806
2010-07-13,-1.476238787872992,-1.4578561690502019,-1.4662391117374751,-1.4553512228035206,-1.4553512228035206
2010-07-14,-1.4540704747541346,-1.4584168821866412,-1.4557711962195468,-1.455603177991356,-1.455603177991356
2010-07-15,-1.4557745897331908,-1.4590366177584948,-1.466417795928393,-1.4536616409556826,-1.4536616409556826
2010-07-16,-1.4566785115916472,-1.4661340656171062,-1.49204408697584,-1.5004956641062734,-1.5004956641062734
2010-07-19,-1.4966881676216712,-1.4943910565718674,-1.4953348541585745,-1.4910547550091449,-1.4910547550091449
2010-07-20,-1.5001260343620288,-1.4807568739910844,-1.5016334718884228,-1.4729288023783942,-1.4729288023783942
2010-07-21,-1.4673181164174092,-1.4733495583465464,-1.4891702495719137,-1.4935150233138912,-1.4935150233138912
2010-07-22,-1.4888492387180108,-1.4607482683855195,-1.4789107989433887,-1.4578263120016686,-1.4578263120016686
2010-07-23,-1.4591680013001818,-1.451555524069689,-1.4554733892346838,-1.4445023288331935,-1.4445023288331935
2010-07-26,-1.4432826860171502,-1.4349111972827588,-1.4354905405503882,-1.426198525481618,-1.426198525481618
2010-07-27,-1.421840474063282,-1.4261463656236841,-1.422863524392204,-1.427932570009662,-1.427932570009662
2010-07-28,-1.4285383868505304,-1.4354276435926367,-1.4327953873373795,-1.4393594788226698,-1.4393594788226698
2010-07-29,-1.4356067594158346,-1.4335979480947827,-1.4481175567085722,-1.4461770897876294,-1.4461770897876294
2010-07-30,-1.4498768700665432,-1.4475567540703465,-1.4552798146945232,-1.446073343533815,-1.446073343533815
2010-08-02,-1.4364069525364351,-1.416776554001609,-1.4262138529719108,-1.4101178561403551,-1.4101178561403551
2010-08-03,-1.4100153979477414,-1.41952109724839,-1.412470060620491,-1.418121138577481,-1.418121138577481
2010-08-04,-1.4163576693480564,-1.4146369907178282,-1.4084496663248427,-1.408072572850867,-1.408072572850867
2010-08-05,-1.4093633887383632,-1.41786846905678,-1.4094175390256471,-1.4101919606073654,-1.4101919606073654
2010-08-06,-1.4148610118447111,-1.4230329321555617,-1.4267499055446635,-1.4163722731560349,-1.4163722731560349
2010-08-09,-1.4137792692927882,-1.4139139658839988,-1.406290565684587,-1.4072574237137525,-1.4072574237137525
2010-08-10,-1.4136014485993211,-1.4169831325255602,-1.4201832615284384,-1.4172318849733558,-1.4172318849733558
2010-08-11,-1.4225369384460265,-1.4321371428182703,-1.4544757358353937,-1.4640510872305448,-1.4640510872305448
2010-08-12,-1.4750088614098469,-1.4766548147297665,-1.4721356900377591,-1.472736130764167,-1.472736130764167
2010-08-13,-1.4739123004668018,-1.4773483283458886,-1.4686960193625938,-1.4791980402874765,-1.4791980402874765
2010-08-16,-1.4809213994676171,-1.4827046143597675,-1.482856741492821,-1.4790053686732492,-1.4790053686732492
2010-08-17,-1.4754830499257583,-1.456852787648153,-1.4654797039260747,-1.4595010729561044,-1.4595010729561044
2010-08-18,-1.459301366820282,-1.4573987451757386,-1.45863014327423,-1.4571000882249665,-1.4571000882249665
2010-08-19,-1.4587679047398816,-1.4682146064654722,-1.4811145706313738,-1.4845632036990313,-1.4845632036990313
2010-08-20,-1.4836776202163517,-1.4930187849484768,-1.4911655563704944,-1.490402635699453,-1.490402635699453
2010-08-23,-1.4870413950010988,-1.4842391976805485,-1.4864453156604187,-1.4968200825425564,-1.4968200825425564
2010-08-24,-1.5020968803812853,-1.5113600067535775,-1.5168216281164273,-1.519777646422387,-1.519777646422387
2010-08-25,-1.523168632557098,-1.5169966493356764,-1.5270215173479795,-1.5146496173052657,-1.5146496173052657
2010-08-26,-1.5123512070378695,-1.5139422383029686,-1.5187275928195494,-1.5266693618543568,-1.5266693618543568
2010-08-27,-1.5227388992145534,-1.508394129373992,-1.5272150918881402,-1.500925470014934,-1.500925470014934
2010-08-30,-1.5025414321149522,-1.5095893336911383,-1.5136797644261246,-1.5241498099760022,-1.5241498099760022
2010-08-31,-1.5262804946927664,-1.5232530274896288,-1.5254580306774497,-1.5235421533465168,-1.5235421533465168
2010-09-01,-1.5220720716140532,-1.4846523547284511,-1.5122949619465125,-1.4776566673736595,-1.4776566673736595
2010-09-02,-1.4762239694818695,-1.4716674189372292,-1.466626260817797,-1.4631173709462135,-1.4631173709462135
2010-09-03,-1.4570341529785809,-1.4495340056567372,-1.4469412191183642,-1.441760463553808,-1.441760463553808
2010-09-07,-1.443712419359695,-1.4532229078701526,-1.4506042450321766,-1.4605385354942506,-1.4605385354942506
2010-09-08,-1.4588864518688598,-1.4522490376858108,-1.4488025127737567,-1.4501194474325845,-1.4501194474325845
2010-09-09,-1.4458610860724184,-1.4419053558793942,-1.435713895789035,-1.4422495530360766,-1.4422495530360766
2010-09-10,-1.4407931963086156,-1.4410052637393207,-1.4315892690486849,-1.4342907332791568,-1.4342907332791568
2010-09-13,-1.4277381937299296,-1.4218377278384149,-1.4175029986646728,-1.415986929927581,-1.415986929927581
2010-09-14,-1.4162094854368341,-1.4166880203484873,-1.4142271218311817,-1.417172601399748,-1.417172601399748
2010-09-15,-1.41877306710098,-1.4180160251453164,-1.4156417050092802,-1.4112887067191198,-1.4112887067191198
2010-09-16,-1.4121640646604647,-1.41952109724839,-1.409313306580945,-1.411896363348605,-1.411896363348605
2010-09-17,-1.4084594668799069,-1.4106234651096323,-1.4040272325996297,-1.4105180202622114,-1.4105180202622114
2010-09-20,-1.4081927358397066,-1.3908657048545798,-1.3978626280129691,-1.3851446507578404,-1.3851446507578404
2010-09-21,-1.3841128502660816,-1.3853618627521642,-1.3834934409933373,-1.3894871725246516,-1.3894871725246516
2010-09-22,-1.3890473745097844,-1.3915739740795554,-1.3904025630421553,-1.3976386638957987,-1.3976386638957987
2010-09-23,-1.4014800046613365,-1.402802992417192,-1.4034911800268766,-1.4116444081607695,-1.4116444081607695
2010-09-24,-1.4006057195851245,-1.3849044388777003,-1.3902387692004805,-1.376311398290197,-1.376311398290197
2010-09-27,-1.3754885466329427,-1.3833993667746272,-1.3748868191308017,-1.385959799894955,-1.385959799894955
2010-09-28,-1.3848685882133154,-1.3832813219037978,-1.3896431552307549,-1.3777490249501996,-1.3777490249501996
2010-09-29,-1.3782892225550447,-1.385302840316749,-1.3774777398991085,-1.3821508302906191,-1.3821508302906191
2010-09-30,-1.3794450570625787,-1.3727163059645764,-1.3837019058827416,-1.3873826056615552,-1.3873826056615552
2010-10-01,-1.3831200180608922,-1.382838653638188,-1.378728529235532,-1.379912875386904,-1.379912875386904
2010-10-04,-1.3809417145659242,-1.3859963539328717,-1.3899707429141042,-1.3935629182102252,-1.3935629182102252
2010-10-05,-1.3872839859662387,-1.364453165006526,-1.3768523452308958,-1.3584077590604775,-1.3584077590604775
2010-10-06,-1.3589364037494107,-1.3650876561872336,-1.3557527203533646,-1.3595637887458405,-1.3595637887458405
2010-10-07,-1.3563283669118982,-1.3628152924237698,-1.360875000493005,-1.3623945793856391,-1.3623945793856391
2010-10-08,-1.3610850704621344,-1.3571196274062565,-1.3546657248586154,-1.35188656596356,-1.35188656596356
2010-10-11,-1.3507714702410616,-1.3557178445651583,-1.345076339946032,-1.3516346107757249,-1.3516346107757249
2010-10-12,-1.3523125829177736,-1.3499631571122308,-1.3544721503184542,-1.3450393132117966,-1.3450393132117966
2010-10-13,-1.341880435567723,-1.3325515386649105,-1.3312283151499102,-1.332693509007859,-1.332693509007859
2010-10-14,-1.332248481338273,-1.3406523679255702,-1.3380927661509985,-1.339051672277354,-1.339051672277354
2010-10-15,-1.3327671250275506,-1.3372438222803746,-1.33748226183203,-1.3355242996476575,-1.3355242996476575
2010-10-18,-1.3337155020593736,-1.3308546436467394,-1.3264187323443757,-1.3228968984690803,-1.3228968984690803
2010-10-19,-1.3310333732662496,-1.341021258146912,-1.3485160106211975,-1.3507749989584037,-1.3507749989584037
2010-10-20,-1.3486672587017046,-1.3346763463398374,-1.3380480951032692,-1.3325897627540444,-1.3325897627540444
2010-10-21,-1.3292848031138265,-1.3250999561938113,-1.3314516703885573,-1.3294921960330086,-1.3294921960330086
2010-10-22,-1.3282475157352702,-1.3332155410633248,-1.3198074172804206,-1.3253127040936206,-1.3253127040936206
2010-10-25,-1.321994154681689,-1.3151989426530046,-1.311245466465614,-1.321548197169491,-1.321548197169491
2010-10-26,-1.3217866972059773,-1.328523257447861,-1.3216984916342995,-1.3215185553826865,-1.3215185553826865
2010-10-27,-1.3233278098826895,-1.3333483415430083,-1.3306624818786708,-1.3262464203779518,-1.3262464203779518
2010-10-28,-1.3223942512419888,-1.3249524001052748,-1.3226216932873744,-1.3242752415554744,-1.3242752415554744
2010-10-29,-1.323283354709323,-1.3309579329087151,-1.3187502024841575,-1.325045928012383,-1.325045928012383
2010-11-01,-1.3205567707428325,-1.3156858777451756,-1.3218027240790016,-1.3233859879513492,-1.3233859879513492
2010-11-02,-1.3173708166515528,-1.3155825884831998,-1.306599677501754,-1.3097655869148326,-1.3097655869148326
2010-11-03,-1.3085835107160697,-1.312011731140614,-1.3130025276763049,-1.3032592147113171,-1.3032592147113171
2010-11-04,-1.3018411427554546,-1.2781476088214612,-1.2909945914949417,-1.269022950952499,-1.269022950952499
2010-11-05,-1.2679663006500344,-1.2695450888597768,-1.2583102749062458,-1.2619237430129,-1.2619237430129
2010-11-08,-1.2649433488610988,-1.2732487466820457,-1.2623902305988666,-1.265777175297442,-1.265777175297442
2010-11-09,-1.2644247051718212,-1.2698992234722646,-1.2752108212972113,-1.2803757552984965,-1.2803757552984965
2010-11-10,-1.2799099238945522,-1.2818365110348766,-1.2820752722982998,-1.272505860901989,-1.272505860901989
2010-11-11,-1.280058107805775,-1.2867058619565848,-1.2818370267104096,-1.2801682627908677,-1.2801682627908677
2010-11-12,-1.2859410090813006,-1.2940098883391469,-1.29733788027252,-1.3014066030360558,-1.3014066030360558
2010-11-15,-1.2987292806197857,-1.2985398602572211,-1.2927665430548754,-1.3035704534727608,-1.3035704534727608
2010-11-16,-1.3071016716038464,-1.317190949848249,-1.3287267364770623,-1.3323378075662091,-1.3323378075662091
2010-11-17,-1.3314927433910388,-1.3337614985909108,-1.3245276579904963,-1.331967285231157,-1.331967285231157
2010-11-18,-1.3234611754027896,-1.3090753649787352,-1.3127196110406851,-1.3051414681733815,-1.3051414681733815
2010-11-19,-1.3051308255845901,-1.3095475444620523,-1.3042470023213375,-1.3006359165791477,-1.3006359165791477
2010-11-22,-1.3022412393157548,-1.3110673721739794,-1.3114837120535046,-1.303437065432142,-1.303437065432142
2010-11-23,-1.3104802647797151,-1.3205552286668838,-1.322904609922994,-1.3287956140431103,-1.3287956140431103
2010-11-24,-1.3235352673584009,-1.3115395516572972,-1.3127940627869008,-1.3026811998686356,-1.3026811998686356
2010-11-26,-1.3080352302445468,-1.3181205532060296,-1.307984479981366,-1.315945899463502,-1.315945899463502
2010-11-29,-1.3155629729346403,-1.3237571957881284,-1.3277737541255012,-1.3183765259814444,-1.3183765259814444
2010-11-30,-1.3246318283014458,-1.3280953447911046,-1.3270292366633445,-1.329062390124348,-1.329062390124348
2010-12-01,-1.319237933932954,-1.2982742592978551,-1.3084758615063898,-1.2912394701622254,-1.2912394701622254
2010-12-02,-1.2892899654749248,-1.2772032498548267,-1.2783824656860008,-1.2683263689626008,-1.2683263689626008
2010-12-03,-1.2698482363225574,-1.2717731857966796,-1.263477226093616,-1.2636133248607375,-1.2636133248607375
2010-12-06,-1.2640097902203986,-1.2714338067930453,-1.2577444416350063,-1.2659698469116694,-1.2659698469116694
2010-12-07,-1.2590011740210842,-1.2577848686034088,-1.2539027315302758,-1.265036130627338,-1.265036130627338
2010-12-08,-1.2623056752413415,-1.2668153012218493,-1.259486612496454,-1.2583222659161928,-1.2583222659161928
2010-12-09,-1.2547186589867594,-1.2582865593044328,-1.2485422058027449,-1.2513268042304089,-1.2513268042304089
2010-12-10,-1.2492210358804121,-1.2498906178666995,-1.2400100356864248,-1.240359343112865,-1.240359343112865
2010-12-13,-1.2363734907774373,-1.2405503174623322,-1.2284551246737472,-1.2402704177524526,-1.2402704177524526
2010-12-14,-1.2373811413737492,-1.2407568959862836,-1.2316863304595085,-1.238595656798017,-1.238595656798017
2010-12-15,-1.2377664195429272,-1.24420970845804,-1.2378807157446554,-1.2480217450017437,-1.2480217450017437
2010-12-16,-1.2455312564909764,-1.2449474889007233,-1.23960799625686,-1.23669858244255,-1.23669858244255
2010-12-17,-1.2347286493628695,-1.2419078334768692,-1.2291549710881746,-1.2351572095287329,-1.2351572095287329
2010-12-20,-1.2315723320538343,-1.2354301211901118,-1.2267129538122992,-1.230458986320272,-1.230458986320272
2010-12-21,-1.2261339825119757,-1.2271374690143542,-1.214919797211731,-1.2193136744819035,-1.2193136744819035
2010-12-22,-1.2179690490036263,-1.2218697166535968,-1.20671521477876,-1.2130296156794191,-1.2130296156794191
2010-12-23,-1.2141310857029686,-1.2230501653618902,-1.2080404558613995,-1.2160975406136507,-1.2160975406136507
2010-12-27,-1.2183839639550489,-1.2232862551035484,-1.211867275616887,-1.2149563318216905,-1.2149563318216905
2010-12-28,-1.2118045982967784,-1.2211171806020602,-1.2048092500756378,-1.213518705161688,-1.213518705161688
