,date,day_1_neg,day_1_neu,day_1_pos,week_1_neg,week_1_neu,week_1_pos,month_1_neg,month_1_neu,month_1_pos,year_1_neg,year_1_neu,year_1_pos,rest_neg,rest_neu,rest_pos,"Accounts Receivable, after Allowance for Credit Loss, Current","Accumulated Other Comprehensive Income (Loss), Net of Tax",Additional Paid in Capital,Assets,"Assets, Current","Cash and Cash Equivalents, at Carrying Value","Common Stock, Par or Stated Value Per Share","Common Stock, Shares Authorized","Common Stock, Shares, Outstanding","Common Stock, Value, Issued",Cost of Goods and Services Sold,Deferred Income Tax Expense (Benefit),Interest Expense,"Common Stock, Shares, Issued",Increase (Decrease) in Inventories,Goodwill,"Earnings Per Share, Diluted",General and Administrative Expense,"Income (Loss) from Continuing Operations before Equity Method Investments, Income Taxes, Noncontrolling Interest",Income Tax Expense (Benefit),Increase (Decrease) in Accounts Payable,"Earnings Per Share, Basic",Liabilities and Equity,"Liabilities, Current","Long-term Debt, Excluding Current Maturities","Marketable Securities, Current",Marketing Expense,Net Cash Provided by (Used in) Investing Activities,Net Cash Provided by (Used in) Operating Activities,Net Income (Loss) Attributable to Parent,Nonoperating Income (Expense),Operating Income (Loss),"Other Assets, Noncurrent","Other Liabilities, Noncurrent","Inventory, Net",Other Nonoperating Income (Expense),"Investment Income, Interest",Net Cash Provided by (Used in) Financing Activities,"Preferred Stock, Shares Authorized","Preferred Stock, Par or Stated Value Per Share","Preferred Stock, Shares Issued","Preferred Stock, Shares Outstanding","Preferred Stock, Value, Issued","Share-based Payment Arrangement, Noncash Expense",Stockholders' Equity Attributable to Parent,"Treasury Stock, Value","Weighted Average Number of Shares Outstanding, Diluted","Weighted Average Number of Shares Outstanding, Basic",Retained Earnings (Accumulated Deficit),"Accounts Payable, Current","Comprehensive Income (Loss), Net of Tax, Attributable to Parent","OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, after Tax",Unrecognized Tax Benefits,Costs and Expenses,"Income Taxes Paid, Net",Incremental Common Shares Attributable to Dilutive Effect of Share-based Payment Arrangements,"OCI, Debt Securities, Available-for-Sale, Unrealized Holding Gain (Loss), before Adjustment, Tax","Share-based Payment Arrangement, Nonvested Award, Cost Not yet Recognized, Amount",Other Noncash Income (Expense),Long-term Debt,"Long-term Debt, Current Maturities","Contractual Obligation, to be Paid, Year Two","Contractual Obligation, to be Paid, Year Three","Contractual Obligation, to be Paid, Year Four","OCI, Debt Securities, Available-for-Sale, Gain (Loss), after Adjustment and Tax","Other Comprehensive Income (Loss), Net of Tax","Long-term Debt, Gross","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Tax","Other Comprehensive Income (Loss), Reclassification Adjustment from AOCI for Sale of Securities, Net of Tax",Increase (Decrease) in Accrued Liabilities and Other Operating Liabilities,Increase (Decrease) in Accounts Receivable and Other Operating Assets,Other Commitment,"Other Commitment, to be Paid, Year Four","Other Commitment, to be Paid, Year Three","Other Commitment, to be Paid, Year Two","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Four",Unrecorded Unconditional Purchase Obligation,"Unrecorded Unconditional Purchase Obligation, to be Paid, Year Three","Unrecorded Unconditional Purchase Obligation, to be Paid, Year Two",Payments to Acquire Marketable Securities,Open,High,Low,Close,Adj Close,Volume,Close_diff_perc
564,3/26/2018,0.083553931,0.532580166,0.383865932,0.286973335,0.610658963,0.102367707,0.284069721,0.556202589,0.159727693,0.285966974,0.498453685,0.215579339,0.194357259,0.56737753,0.238265212,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,76.5,77.849503,74.962502,77.792999,77.792999,112494000,0.23710266292655136
565,3/27/2018,0.057686334,0.365105359,0.577208313,0.205764136,0.490826277,0.303409605,0.294737012,0.526747319,0.178515673,0.284558024,0.497563028,0.217878946,0.193882412,0.566674759,0.23944283,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,78.620003,78.7985,74.115997,74.852501,74.852501,139992000,-0.24032798551334947
566,3/28/2018,0.273767655,0.488520181,0.237712173,0.221147216,0.426676813,0.352175982,0.29671177,0.525697255,0.17759098,0.284668489,0.497628717,0.217702793,0.194101393,0.566582288,0.23931632,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,72.349998,72.794998,69.308502,71.570999,71.570999,274106000,-0.2804951572546127
567,3/29/2018,0.422464908,0.508889235,0.06864584,0.279787245,0.453329413,0.266883344,0.30262413,0.526405414,0.170970459,0.285531685,0.497674019,0.216794295,0.194850414,0.566414029,0.238735558,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,70.300003,72.773499,68.260002,72.366997,72.366997,251622000,0.0672916533291906
568,4/2/2018,0.081923612,0.432374012,0.485702375,0.276683744,0.445753649,0.277562606,0.320178162,0.517307194,0.162514649,0.286101678,0.496899267,0.216999054,0.195301455,0.565998923,0.238699623,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,70.880997,71.068001,67.75,68.599503,68.599503,209272000,-0.33598614865506127
569,4/3/2018,0.452082626,0.40364089,0.144276511,0.388100585,0.465092827,0.146806589,0.327317048,0.511104004,0.161578954,0.288221415,0.494608541,0.217170043,0.195828447,0.565665716,0.238505838,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,69.569,70.699997,67.766502,69.602501,69.602501,204624000,0.08815866303582913
570,4/4/2018,0.082531782,0.636516111,0.280952076,0.359552761,0.479466694,0.160980539,0.321429607,0.514366169,0.164204229,0.287793569,0.49480117,0.21740526,0.195652803,0.565779057,0.238568141,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,67.912003,70.769501,67.643997,70.528503,70.528503,139646000,0.080322465805005
571,4/5/2018,0.385993696,0.52685466,0.08715163,0.347009892,0.485138018,0.167852086,0.333351207,0.516935703,0.149713094,0.288422142,0.494933936,0.216643921,0.196278847,0.565651032,0.238070122,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,72.099503,72.977997,71.3535,72.587502,72.587502,128270000,0.17353379249626552
572,4/6/2018,0.380020578,0.549650378,0.070329031,0.358677573,0.497634703,0.143687719,0.328533221,0.523767318,0.147699458,0.28868267,0.495107584,0.216209745,0.196565639,0.565630059,0.237804302,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,71.498497,72.625,70.013,70.261497,70.261497,117646000,-0.20252704157071758
573,4/9/2018,0.127865067,0.396774512,0.475360436,0.332919314,0.518423062,0.148657615,0.329880044,0.52335988,0.14676007,0.289146784,0.495251311,0.215601903,0.197347667,0.565291019,0.237361314,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,71.251503,71.924004,70.128502,70.304001,70.304001,84164000,0.003698618477521503
574,4/10/2018,0.190388202,0.530757491,0.278854325,0.311263246,0.536725386,0.152011355,0.329753114,0.523674153,0.146572727,0.28910823,0.495268379,0.21562339,0.197341134,0.565284167,0.2373747,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,71.599503,71.918999,70.785004,71.810997,71.810997,85082000,0.12838400414761733
575,4/11/2018,0.161784615,0.446559381,0.391656014,0.337973241,0.521655336,0.140371411,0.329255722,0.523840084,0.146904189,0.289083505,0.495237144,0.21567935,0.197328618,0.565253797,0.237417585,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,71.972,72.439003,71.244499,71.352501,71.352501,71650000,-0.0393111839959904
576,4/12/2018,0.177702063,0.530818883,0.291479077,0.340485145,0.520806494,0.138708349,0.329137302,0.524573321,0.146289372,0.289068162,0.495251217,0.215680619,0.197326379,0.565249869,0.237423752,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,71.974998,72.606003,71.752998,72.425003,72.425003,62700000,0.09059398474244779
577,4/13/2018,0.019992754,0.535451723,0.444555551,0.2912299,0.513255009,0.195515082,0.326982611,0.525344972,0.147672411,0.288950124,0.495182434,0.21586744,0.197268046,0.565235446,0.237496508,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,72.457001,72.988998,71.225998,71.539497,71.539497,73706000,-0.0757243230286276
578,4/16/2018,0.379451423,0.496685388,0.123863189,0.18717198,0.46895597,0.343872055,0.291698982,0.549634268,0.158666744,0.289098908,0.495202573,0.215698518,0.197327768,0.565102629,0.237569603,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,72.25,72.349998,71.374001,72.074997,72.074997,56172000,0.04545321588815772
579,4/17/2018,0.517076339,0.410835109,0.072088582,0.349334802,0.436903607,0.213761608,0.303285039,0.545280187,0.15143477,0.289698612,0.494575071,0.215726316,0.197849657,0.564854646,0.237295698,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,73.114998,75.359497,72.850998,75.191498,75.191498,102288000,0.2535644161410798
580,4/18/2018,0.236558734,0.495351015,0.268090262,0.321157702,0.451582538,0.227259773,0.303402632,0.512461698,0.184135669,0.289326852,0.494273182,0.216399965,0.197830449,0.564793132,0.237376419,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,75.732498,76.690002,75.205498,76.391998,76.391998,104550000,0.09613998918205774
581,4/19/2018,0.068138977,0.532919202,0.398941823,0.227806525,0.480998473,0.291195011,0.290310113,0.498207392,0.211482496,0.288372956,0.494422802,0.21720424,0.197519283,0.564716658,0.23776406,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,77.161003,78.426003,76.953003,77.845497,77.845497,130474000,0.11422759027547941
582,4/20/2018,0.015918329,0.822987996,0.161093682,0.174528678,0.582685327,0.242786003,0.278938028,0.505567586,0.215494385,0.287177268,0.495979692,0.216843038,0.19707691,0.565382121,0.237540969,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,78.059998,78.059998,75.804497,76.374496,76.374496,110832000,-0.11782959478126136
583,4/23/2018,0.380340885,0.401420762,0.218238347,0.196538423,0.581733019,0.221728564,0.275652008,0.508966294,0.215381696,0.287434024,0.496002994,0.216562981,0.197324438,0.565254283,0.23742128,0.246945155,-0.033932136,0.058232733,0.139181205,0.239182346,0.607425394,-1,0,0.004149378,0.0,3.063087589,-0.608108108,2.719298246,0.003960396,1.249215317,0.005952829,2.0,2.827083333,4.924050633,-0.724137931,1.35554826,2.0,0.139181205,0.229669443,0.001335492,-0.093476566,3.061718435,0.454968619,3.786808621,6.25,8.677419355,5.129682997,0.100705184,0.114091464,0.170374152,1.41958042,2.740740741,-0.328566565,0,-1,-1,-1,-1,2.884792627,0.123732663,0.0,0.004048583,0.004158004,0.273934209,0.327555129,8.789473684,18.5,0.09952381,3.003963408,4.563953488,0.0,-6.0,0.015873016,1.28125,-0.035013735,-0.903567985,0.043594563,-0.137113324,-0.166324033,-33.0,3.771428571,0.001289802,-1.0,1.333333333,-3.319672131,1.722411832,0.134048927,-0.157817109,-0.136631331,-0.181305399,-0.024398074,-0.023957409,-0.063599062,-0.002800336,1.519107698,77.334503,77.400002,75.170502,75.892998,75.892998,89308000,-0.03881347721078687
